datetime,ic
2025-07-01,-0.028595375032844414
2025-07-02,0.03693824601246084
2025-07-03,-0.025488162463155495
2025-07-04,0.07928964598388162
2025-07-07,0.10620833006190343
2025-07-08,0.12215690773407095
2025-07-09,-0.03469798497265595
2025-07-10,-0.018392562210238415
2025-07-11,0.07888938088188022
2025-07-14,-0.06305797206926242
2025-07-15,-0.07551333231090379
2025-07-16,0.05815318031808813
2025-07-17,-0.0757804817959595
2025-07-18,-0.09130166728118713
2025-07-21,0.0384002660985198
2025-07-22,0.027577592287064974
2025-07-23,-0.035004972670718185
2025-07-24,0.07399522807890746
2025-07-25,-0.018312472066916746
2025-07-28,-0.02679339803358762
2025-07-29,0.044171081660880324
2025-07-30,0.19763235790896694
2025-07-31,-0.11401529549583356
2025-08-01,0.07336824988129796
2025-08-04,-0.04338455673620338
2025-08-05,0.1211588056790258
2025-08-06,0.06961950844540646
2025-08-07,0.07599767732471792
2025-08-08,0.060419583228919396
2025-08-11,0.02421720664449309
2025-08-12,0.006467934952905723
2025-08-13,0.0007650868213387098
2025-08-14,0.13439371124586735
2025-08-15,-0.045569486067823045
2025-08-18,-0.10126494587712355
2025-08-19,0.22051338410364707
2025-08-20,-0.047023182878519434
2025-08-21,0.11752171205294776
2025-08-22,0.029357126750382392
2025-08-25,0.038924909189007574
2025-08-26,0.027183963319176597
2025-08-27,0.025793068058076466
2025-08-28,-0.10033737049340039
2025-08-29,-0.05664665399999938
2025-09-01,0.056074687064273404
2025-09-02,-0.14225621855813533
2025-09-03,0.13322825347450967
2025-09-04,0.1489019212087176
2025-09-05,-0.04867845656670782
2025-09-08,0.11505872073371265
2025-09-09,-0.061195720766026834
2025-09-10,-0.00046884016322889225
2025-09-11,-0.08560717743337656
2025-09-12,-0.023762580298142714
2025-09-15,-0.10043272563409776
2025-09-16,-0.03422652412072331
2025-09-17,0.014321388776403631
2025-09-18,0.1687079005120005
2025-09-19,0.0602348412930048
2025-09-22,0.010606191251150717
2025-09-23,-0.07736505386312054
2025-09-24,-0.24454890381174138
2025-09-25,0.2590784638664332
2025-09-26,-0.0021945081500366163
2025-09-30,0.028716331037538182
2025-10-01,0.09205374993658548
2025-10-02,0.11526824345999846
2025-10-03,-0.05000951174102027
2025-10-07,0.013937815380225446
2025-10-08,-0.05507847196883055
2025-10-09,-0.12938340667880438
2025-10-13,0.1372204614037336
2025-10-14,0.07456898822681153
2025-10-15,-0.08146928029285928
2025-10-16,0.10454635066510957
2025-10-17,0.051277823353962755
2025-10-20,-0.01718419740996131
2025-10-21,-0.0104704381631083
2025-10-22,0.12241279366088086
2025-10-23,0.006234589822789128
2025-10-27,0.024754609816636148
2025-10-28,0.027657908881964642
2025-10-29,0.005339721539083675
2025-10-30,0.11014431810823141
2025-10-31,-0.13563826076251473
2025-11-03,-0.013016599962618397
2025-11-04,0.05035004961577484
2025-11-05,-0.06578874071280538
2025-11-06,0.054343006000719035
2025-11-07,-0.015516260842685052
2025-11-10,-0.08039148884128602
2025-11-11,-0.05991433077676485
2025-11-12,-0.03466226367000661
2025-11-13,0.08237783069670566
2025-11-14,-0.00677473587940313
2025-11-17,-0.025894918532386
2025-11-18,0.22022940740420788
2025-11-19,-0.25301315030211546
2025-11-20,0.02561250634363294
2025-11-21,0.1876477129649925
2025-11-24,-0.09163839445660242
2025-11-25,0.14502290116986408
2025-11-26,-0.05311767229749401
2025-11-27,-0.011664881416386256
2025-11-28,0.07853286892691405
2025-12-01,0.036843321163486605
2025-12-02,0.000492671498007305
2025-12-03,0.07152422120652621
2025-12-04,0.0708865975040275
2025-12-05,0.042698215437007116
2025-12-08,-0.00021231217249621548
2025-12-09,-0.0018952201803885847
2025-12-10,-0.024708545611977887
2025-12-11,-0.05629976083178534
2025-12-12,-0.06998233290284157
2025-12-15,0.026219313357973027
2025-12-16,-0.019849962453318434
2025-12-17,0.07596921813227146
2025-12-18,0.09753277713833534
2025-12-19,0.045977727541546595
2025-12-22,0.030291278090188563
2025-12-23,0.055422343433021624
2025-12-24,-0.03912415549783851
2025-12-26,-0.008475840542295778
2025-12-29,-0.049941606590781416
2025-12-30,8.833956188461892e-05
2025-12-31,-0.015424673427430176
2026-01-02,0.027721169099201443
2026-01-05,-0.042372166466466465
2026-01-06,-0.030191862596090933
2026-01-07,0.08589617706311836
2026-01-08,0.13833353187297748
2026-01-09,0.06352758796148156
2026-01-12,-0.08986649329953332
2026-01-13,0.0693600134185703
2026-01-14,-0.04259224542668491
2026-01-15,0.028052810965728307
2026-01-16,0.028994641202150298
2026-01-19,-0.04556291946546792
2026-01-20,-0.03313199297568914
2026-01-21,0.03110568621570905
2026-01-22,0.11249323951179169
2026-01-23,-0.04718772905458842
2026-01-26,-0.005958726128301449
2026-01-27,-0.06565354949885378
2026-01-28,-0.07462419781341242
2026-01-29,-0.18270185137287923
2026-01-30,0.17370366371299265
2026-02-02,0.13169131873553147
2026-02-03,-0.21678216455940072
2026-02-04,0.005936126564922864
2026-02-05,0.16877231973372472
2026-02-06,-0.02556307330187554
2026-02-09,-0.014959664260836818
2026-02-10,0.06489811172573834
2026-02-11,0.18830788990055683
2026-02-23,0.15590615586166398
2026-02-24,-0.0007911956127418359
2026-02-25,-0.049995041742975053
2026-02-26,0.09156964422541072
2026-03-02,0.07677325732662339
2026-03-03,0.13043445351809277
2026-03-04,-0.04169937859648714
2026-03-05,-0.1561828744448642
2026-03-06,0.13370142109614097
2026-03-09,0.16082521489863555
2026-03-10,0.00211807668277632
2026-03-11,0.07177113971735502
2026-03-12,-0.008308703670284771
2026-03-13,-0.015614027174135268
2026-03-16,0.08874208261203803
2026-03-17,-0.014588764551502651
2026-03-18,0.012134818681888909
2026-03-19,-0.050865436783043796
2026-03-20,-0.13237704777876064
2026-03-23,0.1317808207083891
2026-03-24,-0.14560172634981752
2026-03-25,0.07398589207631316
2026-03-26,-0.20353682229014236
2026-03-27,-0.12366931896745158
2026-03-30,0.2270946493305235
2026-03-31,-0.14519122474076887
2026-04-01,0.056223309305868295
2026-04-02,0.20186119585223022
2026-04-07,0.038853154502504025
2026-04-08,-0.02681466160697955
